City,Duration,Online,Career_Outcomes,Duration_Time,Prerequisite_3,Course,Offline,Full_Time,Prerequisite_2,Distance,Prerequisite_1,Availability,Currency_Time,Country,Int_Fees,Prerequisite_2_grade,Prerequisite_1_grade,Part_Time,University,Course_Lang,Local_Fees,Description,Currency,Remarks,Blended,Level_Code,Prerequisite_3_grade,Website,Face_to_Face,Faculty
Melbourne,1,no,"Analytics specialist / Business intelligence analyst / Business intelligence development / Data analyst or architect / Data engineer, miner or scientist / Web analyst",Year,,Graduate Diploma in Financial Planning,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"Skills in financial planning are highly transferable and extremely valuable across a number of industries. This course is designed to help students develop a strong practical and theoretical understanding of the discipline, and how to apply it to a range of professional situations.  The finance and financial planning industry needs graduates who can demonstrate critical thinking, creativity, and resilience, and who are able to design solutions for those seeking financial advice. In this course, you’ll gain the required skills to analyse financial information and create effective planning proposals for clients. You’ll learn how to apply financial planning theories and concepts across core financial areas, such as retirement and superannuation and much more. RMIT offers you comprehensive training in this course that has been developed in collaboration with the Financial Planning Association of Australia and the Financial Adviser Standards and Ethics Authority (FASEA). This is a qualifying award if you are looking to upgrade your financial planning qualifications for registration with FASEA, or as an exit point from the Master of Financial Planning and the Master of Financial Planning (CPA Australia Extension).",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-diplomas/graduate-diploma-in-financial-planning-gd211,no,Business & Commerce & Finance & Accounting
Bundoora,6,yes,"Analytics specialist / Business intelligence analyst / Business intelligence development / Data analyst or architect / Data engineer, miner or scientist / Web analyst",Months,,Graduate Certificate in Biotechnology,yes,yes,,no,IELTS,D,year,,,,6.5,no,RMIT University,English,,"Join a field that explores living systems in the environment, health or food science, and how we can use this knowledge to solve complex problems.  The Graduate Certificate in Biotechnology is designed to provide you with the theoretical knowledge and technical skills you need to solve complex problems in the field of biotechnology, where you will be able to demonstrate creativity, flexibility and independence.  As part of your studies, you'll explore gene and protein technology, bioinformatics, microbiology and food sciences.  Upon completion of this graduate certificate, you will be able to demonstrate an advanced understanding of biological sciences. You will have a thorough understanding of recent developments in your specialised area, as well as advanced theoretical knowledge in biotechnology and apply this to solve complex problems. You will be able to effectively communicate concepts of this field to a range of audiences, using a variety of presentation modes.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc186,yes,Computer Science & Information Technology
Online,6,yes,"Analytics specialist / Business intelligence analyst / Business intelligence development / Data analyst or architect / Data engineer, miner or scientist / Web analyst",Months,,Graduate Certificate in Biotechnology,yes,yes,,no,IELTS,D,year,,,,6.5,no,RMIT University,English,,"Join a field that explores living systems in the environment, health or food science, and how we can use this knowledge to solve complex problems.  The Graduate Certificate in Biotechnology is designed to provide you with the theoretical knowledge and technical skills you need to solve complex problems in the field of biotechnology, where you will be able to demonstrate creativity, flexibility and independence.  As part of your studies, you'll explore gene and protein technology, bioinformatics, microbiology and food sciences.  Upon completion of this graduate certificate, you will be able to demonstrate an advanced understanding of biological sciences. You will have a thorough understanding of recent developments in your specialised area, as well as advanced theoretical knowledge in biotechnology and apply this to solve complex problems. You will be able to effectively communicate concepts of this field to a range of audiences, using a variety of presentation modes.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc186,yes,Computer Science & Information Technology
Melbourne,6,yes,multinational firms and agencies operating in Australia and overseas / foreign embassies and posts • government departments and agencies / NGOs / localisation industry / private businesses.,Months,,Graduate Certificate in Translating and Interpreting,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"Expand your language skills and begin an exciting and challenging career that can take you all over the world.  Through the Graduate Certificate in Translating and Interpreting, you will learn advanced concepts of translating and interpreting to help communications across cultures and languages.  You'll build the skills to be able to navigate complex issues and situations, and to effectively communicate from one language to another.You'll also develop the ability to investigate and analyse a range of approaches to translating and interpreting in professional practice.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc185,no,Humanities and Social Science
Online,6,yes,multinational firms and agencies operating in Australia and overseas / foreign embassies and posts • government departments and agencies / NGOs / localisation industry / private businesses.,Months,,Graduate Certificate in Translating and Interpreting,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"Expand your language skills and begin an exciting and challenging career that can take you all over the world.  Through the Graduate Certificate in Translating and Interpreting, you will learn advanced concepts of translating and interpreting to help communications across cultures and languages.  You'll build the skills to be able to navigate complex issues and situations, and to effectively communicate from one language to another.You'll also develop the ability to investigate and analyse a range of approaches to translating and interpreting in professional practice.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc185,no,Humanities and Social Science
Melbourne,6,yes,environment and natural resources / land development mining and exploration / facilities management and construction / transportation and utilities / governance and policy / emergency and disaster management / data analytics and ICT.,Months,,Graduate Certificate in Geospatial Science,no,yes,,no,IELTS,D,year,,,,6.5,no,RMIT University,English,,"The Graduate Certificate in Geospatial Science has been designed for qualified professionals in fields including environmental science, geography, social science, biology, geology, and engineering, to help build their skills in spatial data management and analytics.  During studies in this certificate, you will develop an understanding of spatial analytics and big spatial data, allowing you to provide input for decisions about the built and natural environment. Additionaly, you'll learn to use the latest technology in the field, and develop the skills to analyse and communicate the data you find.  Enhancing your scientific knowledge and skills in geospatial information, you'll build a foundation for a career in the spatial sciences, or allow you to undertake research and further study.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc187,no,Science and Health Science
Online,6,yes,environment and natural resources / land development mining and exploration / facilities management and construction / transportation and utilities / governance and policy / emergency and disaster management / data analytics and ICT.,Months,,Graduate Certificate in Geospatial Science,no,yes,,no,IELTS,D,year,,,,6.5,no,RMIT University,English,,"The Graduate Certificate in Geospatial Science has been designed for qualified professionals in fields including environmental science, geography, social science, biology, geology, and engineering, to help build their skills in spatial data management and analytics.  During studies in this certificate, you will develop an understanding of spatial analytics and big spatial data, allowing you to provide input for decisions about the built and natural environment. Additionaly, you'll learn to use the latest technology in the field, and develop the skills to analyse and communicate the data you find.  Enhancing your scientific knowledge and skills in geospatial information, you'll build a foundation for a career in the spatial sciences, or allow you to undertake research and further study.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc187,no,Science and Health Science
Melbourne,6,yes,environment and natural resources / land development mining and exploration / facilities management and construction / transportation and utilities / governance and policy / emergency and disaster management / data analytics and ICT.,Months,,Graduate Certificate in Environmental Science and Technology,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"The increasing number of local and global environmental issues needs suitably qualified people to help solve them with ethical, high-level specialist advice.  The environmental industry requires people who can understand, interpret and communicate the science underpinning environmental changes and challenges, and keep abreast of the emerging technologies used to mitigate environmental problems. The Graduate Certificate in Environmental Science and Technology has been designed to help you build these skills and give you a competitive edge when pursuing a career as an environmental professional.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc189,no,Computer Science & Information Technology
Online,6,yes,environment and natural resources / land development mining and exploration / facilities management and construction / transportation and utilities / governance and policy / emergency and disaster management / data analytics and ICT.,Months,,Graduate Certificate in Environmental Science and Technology,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"The increasing number of local and global environmental issues needs suitably qualified people to help solve them with ethical, high-level specialist advice.  The environmental industry requires people who can understand, interpret and communicate the science underpinning environmental changes and challenges, and keep abreast of the emerging technologies used to mitigate environmental problems. The Graduate Certificate in Environmental Science and Technology has been designed to help you build these skills and give you a competitive edge when pursuing a career as an environmental professional.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc189,no,Computer Science & Information Technology
Melbourne,6,yes,cloud computing / web and app development / data management / cyber security,Months,,Graduate Certificate in Information Technology,no,yes,,no,IELTS,D,year,,,,6.5,no,RMIT University,English,,"Get started in this ever-growing industry and  develop basic skills in programming, databases and internet technology to aid you in an exciting and varied career in IT. Upon completion of this certificate, you will  will have been exposed to recent developments in computer science and information technology and you will  be able to accurately examine and critically investigate complex concepts, issues and constraints relevant to the IT industry. You will be able to compare and evaluate software artefacts and IT systems, and have the capability to analyse complex problems and provide, design or implement suitable software solutions based on organisational or user requirements. Designed for non-computing graduates seeking a career change, or for IT graduates who wish to upskill, this graduate certificate will help you build the theoretical knowledge and practical skills for roles in a range of industries.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc188,no,Computer Science & Information Technology
Online,6,yes,cloud computing / web and app development / data management / cyber security,Months,,Graduate Certificate in Information Technology,no,yes,,no,IELTS,D,year,,,,6.5,no,RMIT University,English,,"Get started in this ever-growing industry and  develop basic skills in programming, databases and internet technology to aid you in an exciting and varied career in IT. Upon completion of this certificate, you will  will have been exposed to recent developments in computer science and information technology and you will  be able to accurately examine and critically investigate complex concepts, issues and constraints relevant to the IT industry. You will be able to compare and evaluate software artefacts and IT systems, and have the capability to analyse complex problems and provide, design or implement suitable software solutions based on organisational or user requirements. Designed for non-computing graduates seeking a career change, or for IT graduates who wish to upskill, this graduate certificate will help you build the theoretical knowledge and practical skills for roles in a range of industries.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc188,no,Computer Science & Information Technology
Melbourne,6,yes,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Months,,Graduate Certificate in Food Science and Technology,yes,yes,,no,IELTS,D,year,,,,6.5,no,RMIT University,English,,"Join the well-regarded Australian food sector and build practical and theoretical skills to help you pursue an exciting and important career in food science.  The Graduate Certificate in Food Science and Technology has been designed to provide you with professional training in the field. If your background is in science, engineering, agriculture or other related disciplines, this graduate certificate will enhance and expand your knowledge in the area, and equip you with the essential knowledge and skills required to join the food industry at all levels.  Throughout your studies, you will explore key areas of food processing and preservation, structural properties of food and product development, and the safe production of food. The topics and subjects you cover are designed to support the wide range of positions required by industry. You will also learn important job-ready skills, including management and regulation, to ensure that you are a productive member of industry.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc190,yes,Computer Science & Information Technology
Bundoora,6,yes,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Months,,Graduate Certificate in Food Science and Technology,yes,yes,,no,IELTS,D,year,,,,6.5,no,RMIT University,English,,"Join the well-regarded Australian food sector and build practical and theoretical skills to help you pursue an exciting and important career in food science.  The Graduate Certificate in Food Science and Technology has been designed to provide you with professional training in the field. If your background is in science, engineering, agriculture or other related disciplines, this graduate certificate will enhance and expand your knowledge in the area, and equip you with the essential knowledge and skills required to join the food industry at all levels.  Throughout your studies, you will explore key areas of food processing and preservation, structural properties of food and product development, and the safe production of food. The topics and subjects you cover are designed to support the wide range of positions required by industry. You will also learn important job-ready skills, including management and regulation, to ensure that you are a productive member of industry.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc190,yes,Computer Science & Information Technology
Online,6,yes,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Months,,Graduate Certificate in Food Science and Technology,yes,yes,,no,IELTS,D,year,,,,6.5,no,RMIT University,English,,"Join the well-regarded Australian food sector and build practical and theoretical skills to help you pursue an exciting and important career in food science.  The Graduate Certificate in Food Science and Technology has been designed to provide you with professional training in the field. If your background is in science, engineering, agriculture or other related disciplines, this graduate certificate will enhance and expand your knowledge in the area, and equip you with the essential knowledge and skills required to join the food industry at all levels.  Throughout your studies, you will explore key areas of food processing and preservation, structural properties of food and product development, and the safe production of food. The topics and subjects you cover are designed to support the wide range of positions required by industry. You will also learn important job-ready skills, including management and regulation, to ensure that you are a productive member of industry.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/gc190,yes,Computer Science & Information Technology
Melbourne,6,yes,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Months,,Graduate Certificate in Environmental Science and Technology,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"The increasing number of local and global environmental issues needs suitably qualified people to help solve them with ethical, high-level specialist advice.  The environmental industry requires people who can understand, interpret and communicate the science underpinning environmental changes and challenges, and keep abreast of the emerging technologies used to mitigate environmental problems. The Graduate Certificate in Environmental Science and Technology has been designed to help you build these skills and give you a competitive edge when pursuing a career as an environmental professional.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/graduate-certificate-in-environmental-science-and-technology-gc189,no,Computer Science & Information Technology
Online,6,yes,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Months,,Graduate Certificate in Environmental Science and Technology,no,yes,,no,IELTS,D,year,,,,6.5,yes,RMIT University,English,,"The increasing number of local and global environmental issues needs suitably qualified people to help solve them with ethical, high-level specialist advice.  The environmental industry requires people who can understand, interpret and communicate the science underpinning environmental changes and challenges, and keep abreast of the emerging technologies used to mitigate environmental problems. The Graduate Certificate in Environmental Science and Technology has been designed to help you build these skills and give you a competitive edge when pursuing a career as an environmental professional.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/postgraduate-study/graduate-certificates/graduate-certificate-in-environmental-science-and-technology-gc189,no,Computer Science & Information Technology
Melbourne,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Fine Art,no,yes,,no,IELTS,A,year,,"31,680",,6.5,yes,RMIT University,English,,"This research degree offers an environment where the investigation of ideas and material practice pertinent to artistic research sits alongside and informs the production of art. Central to the program is a balance between studio practice and the conceptual and theoretical concerns that underpin the making of art. You will work with installation, sculpture, ceramics, hybrid and spatial practices, sound, performance, media arts, video, painting, printmaking, drawing, photography, gold and silversmithing and object based practice. You are encouraged to consider the artistic, cultural and social position of their research and to draw upon trans-disciplinary practices and enquiries. Candidates are from diverse backgrounds, age groups and nationalities, including leading art practitioners, students graduating directly from undergraduate programs and artists returning to postgraduate study to enliven their practice. You will undertake a major project that culminates in an exhibition, performance or presentation of work for assessment, accompanied by a detailed proposal and visual and sonic documentation of the work undertaken during the program.",AUD,['int_fee is: not applicable'],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr208,no,Creative Arts & Design & Music
Melbourne,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Science (Mathematical Sciences),no,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Develop your logical, analytical and creative problem solving skills and further the growth of mathematical theory and application. You will join an active research community and work with academics, peers and partner organisations who have demonstrated research success in a range of specialities, including: RMIT's researchers deliver high-impact and influential outcomes.Success is demonstrated through excellent performance in university rankings, such as being ranked as well above world standard in the Australian Research Council Excellence in Research for Australia (ERA) 2015 round. There are collaborations with other national and international institutes, centres, groups and partners, including: Throughout your candidature, you will be supported through: As a mathematics research candidate, you have the flexibility to pursue an individual topic, or contribute to one of our existing projects. Candidates may be eligible for a range of scholarships including: Candidates who pursue further postgraduate research may benefit from RMIT's joint relationship with the University of Twente in the Netherlands. Candidates who complete their program under this arrangement spend time studying in both Melbourne and the Netherlands and graduate with a double-badged qualification. RMIT also hosts a node of the ATN Industry Doctoral Training Centre (Mathematics and Statistics), the first doctoral training centre in Australia.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr222,no,Business & Commerce & Finance & Accounting
Melbourne,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Science (Geospatial Sciences),no,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,RMIT's geospatial sciences team is the largest academic group of its kind in Australia. You will be expertly supervised as you develop your analytical and problem-solving skills through further investigation into one of our key areas: This master degree may be undertaken in a project or thesis mode. Geospatial sciences candidates may be eligible for a range of scholarships including:,AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr223,no,Science and Health Science
Melbourne,3,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,PhD (Mathematical Sciences),no,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Use your logical, analytical and creative problem solving skills to further develop mathematical theory and application. You will join an active research community and work with academics, peers and partner organisations who have demonstrated research success in a range of specialities, including: RMIT's researchers deliver high-impact and influential outcomes.Success is demonstrated through excellent performance in university rankings, such as being ranked as well above world standard in the Australian Research Council Excellence in Research for Australia (ERA) 2015 round. RMIT has a joint relationship with the University of Twente in the Netherlands. Candidates who complete their program under this arrangement spend time studying in both Melbourne and the Netherlands and graduate with a double-badged qualification. RMIT hosts a node of the ATN Industry Doctoral Training Centre (Mathematics and Statistics), the first doctoral training centre in Australia. Additionally, there are collaborations with other national and international institutes, centres, groups and partners, including: Throughout your candidature, you will be supported through: As a mathematics research candidate, you have the flexibility to pursue an individual topic, or contribute to one of our existing projects. Candidates may be eligible for a range of scholarships including:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr222,no,Business & Commerce & Finance & Accounting
Bundoora,3,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,PhD (Biomedical Science),yes,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Use your advanced research skills to contribute to new developments in health and biomedical sciences. The School of Health and Biomedical Sciences is committed to an interdisciplinary, collegial approach to scientific investigation. This approach brings together clinical and basic researchers who explore the boundaries between the disciplines. Findings inform clinical teaching and advance the treatment of patients. Projects can involve more than 120 researchers including academic staff, postdoctoral fellows, research assistants, support staff, honours and postgraduate students. Research is undertaken at RMIT's Bundoora campus in the purpose-built biosciences facility. The building's shared spaces promote a collaborative and multidisciplinary approach to science. Under expert supervision, you will develop your skills and join researchers already active in:",AUD,[],no,DPG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/phd/dr227,yes,Medical and Nursing
Melbourne,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Design (Architecture & Design),no,yes,,no,IELTS,A,year,,"36,480",,6.5,yes,RMIT University,English,,"The School of Architecture and Urban Design is widely recognised for innovative leadership and contribution to excellence in design research. At RMIT we contend that research is conducted through designing and that the process of designing, as a means of increasing knowledge, parallels research in other areas in fascinating ways. Research candidates are supported and engaged in communities of design practice where learning is fundamentally a social phenomenon; where knowledge is integrated in the life of these communities that share interests, discourses and ways of doing things. The Master of Design may be undertaken in a project or thesis mode. This decision is made in consultation with your supervisor. On completion of this program you will have: As a graduate you will demonstrate the application of these knowledge and skills:",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr207,no,Computer Science & Information Technology
Bundoora,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Education,yes,yes,,no,IELTS,A,year,,"27,840",,6.5,yes,RMIT University,English,,"Shape the future of education with a Master of Education by Research promoting the interdependence of research, learning and change. RMIT’s Master of Education by Research is designed for education professionals wanting to advance their skills, knowledge and career by contributing to Educational Research. Research programs are available in: What you will gain through this program Through our program you will develop advanced research principles and methods and mastery of a body of knowledge in education. By completing a thesis or project, you will contribute new knowledge to the field and investigate how this knowledge informs action and impacts change. Our individually supervised programs will provide you access to key industry partnerships and the ability to collaborate with other researchers.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr209,yes,Education
Melbourne,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,"Master of Social Science (Global, Urban & Social Studies)",no,yes,,no,IELTS,A,year,,"28,800",,6.5,yes,RMIT University,English,,"This research degree develops advanced research principles, methods and mastery of a body of knowledge in the social sciences by completing a thesis or research project. Your challenge will be not just to generate new knowledge but also to investigate how this knowledge can inform action. Individually supervised research programs are available in three key areas: the social, the urban and the global. RMIT University has particular expertise in the fields of: Through the program you’ll experience and nurture industry partnerships and collaborate with other researchers while gaining creative, technical and communication skills to generate and evaluate complex ideas and concepts.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr210,no,Humanities and Social Science
Melbourne,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Applied Science (Built Environment),no,yes,,no,IELTS,A,year,,"40,320",,6.5,yes,RMIT University,English,,"Prepare for employment in research-based senior leadership and management positions with a Master of Applied Science (Built Environment). RMIT’s Master of Applied Science (Built Environment) is designed for professionals desiring to deepen their knowledge and extend their skills through an individually supervised research program in a specialist focus area. Research programs are available in: Through your research you will contribute a body of knowledge to your field that includes the understanding of recent developments in one  or more disciplines. You will develop advanced knowledge of research principles and methods applicable to the your field of work or learning, including mastery of theoretical knowledge and to reflect critically on theory and its application and develop the communication and technical skills to kills to design, evaluate, implement, analyse, theorise and disseminate research that makes a contribution to knowledge and/or professional practice. Our graduates have highly developed technical skills to design, evaluate, implement, analyse, theorise and disseminate research that makes a contribution to knowledge and/or professional practice within government, non-government and corporate environments. They demonstrate high-level personal autonomy and accountability, as well as creativity and initiative in new situations and for further learning, by planning and executing a substantial piece of research.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr212,no,"Architecture, Building & Planning"
Melbourne,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Design (Fashion & Textiles),no,yes,,no,IELTS,A,year,,"31,680",,6.5,yes,RMIT University,English,,"The Master of Design (Fashion and Textiles) by Research program enables you to develop an advanced body of knowledge that you may apply to a range of stimulating, real-life research contexts. Individually supervised research programs are aligned to one of the School’s Centre for Materials Innovation and Future Fashion or the School’s research streams.  These research areas reflect the School’s research supervisors’ expertise along with the available resources and collaborative relationships with industry and other research organisations. The Master of Design may be undertaken by project or by thesis mode: This decision is made in consultation with your supervisor. You should discuss these program modes with your potential supervisor/s prior to your application.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr213,no,Humanities and Social Science
Brunswick,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Technology (Fashion & Textiles),no,yes,,no,IELTS,A,year,,"31,680",,6.5,yes,RMIT University,English,,"The Master of Technology (Fashion and Textiles) by Research program enables you to develop an advanced body of knowledge that you may apply to a range of stimulating, real-life research contexts. The Master of Technology (Fashion and Textiles) by Research program enables you to develop an advanced body of knowledge that you may apply to a range of stimulating, real-life research contexts. Individually supervised research programs are aligned to one of the School’s Centre for Materials Innovation and Future Fashion or the School’s research streams.  These research areas reflect the School’s research supervisors’ expertise along with the available resources and collaborative relationships with industry and other research organisations. The program may be undertaken by thesis mode. The program is directed towards candidates taking a scientific approach to conduct research into advanced textiles and material science such as protective, medical and forensic textiles, comfort, performance and sport apparel textiles. Or a social science approach to conduct research into an aspect of the fashion and textiles system such as fashion enterprise, business practices, global supply chain or ethical practice.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr214,no,Humanities and Social Science
Melbourne,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Science (Computer Science),no,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Further your research skills and contribute to advancements in computer science. As a computer science masters by research candidate, you have the flexibility to pursue an individual topic, or contribute to one of our existing research areas. You will join an active research community and work with academics, peers and partner organisations who have demonstrated research success in a range of specialities, including: RMIT's success is demonstrated in international university rankings, with computer science at RMIT being placed in the top 200 universities in the Shanghai Jiao Tong rankings and joint sixth in Australia for computer science and information systems in the 2015 QS World University rankings. The Australian Research Council identified our research in Artificial Intelligence and Image Processing and Information Systems as above world standard in the Excellence in Research for Australia (ERA) reports. There are many research collaborations with national and international institutes, centres, groups and partners, including strategic partnerships with: Throughout your candidature, you will be supported through: Computer science master by research candidates may be eligible for a range of scholarships including:",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr221,no,Computer Science & Information Technology
Bundoora,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Science (Biomedical Science),yes,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Develop your advanced research skills and contribute to new developments in health and biomedical sciences.
 The School of Health and Biomedical Sciences is committed to an interdisciplinary, collegial approach to scientific investigation. This approach brings together clinical and basic researchers who explore the boundaries between the disciplines. Findings inform clinical teaching and advance the treatment of patients. Projects can involve more than 120 researchers including academic staff, postdoctoral fellows, research assistants, support staff, honours and postgraduate students. Research is undertaken at RMIT's Bundoora campus in the purpose-built biosciences facility. The building's shared spaces promote a collaborative and multidisciplinary approach to science. Under expert supervision, you will develop your skills and join researchers already active in:",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr227,yes,Medical and Nursing
Melbourne,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Science (Applied Biology & Biotechnology),yes,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Develop your advanced research skills and contribute to new developments in biomedical sciences. We have a multidisciplinary research base that offers opportunities to conduct biomedical research in a range of areas. Under expert supervision, you will develop your skills and join researchers already active in: This master degree may be undertaken in a project or thesis mode. RMIT has purpose built health and biomedical research facilities located  at our Bundoora Campus. Many research activities are conducted within the Centre for Environmental Sustainability and Remediation.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr231,yes,Computer Science & Information Technology
Bundoora,2,no,product and process innovation / product development / quality assurance and control / food safey / nutritional documentation. ,Years,,Master of Science (Applied Biology & Biotechnology),yes,yes,,no,IELTS,A,year,,"33,600",,6.5,yes,RMIT University,English,,"Develop your advanced research skills and contribute to new developments in biomedical sciences. We have a multidisciplinary research base that offers opportunities to conduct biomedical research in a range of areas. Under expert supervision, you will develop your skills and join researchers already active in: This master degree may be undertaken in a project or thesis mode. RMIT has purpose built health and biomedical research facilities located  at our Bundoora Campus. Many research activities are conducted within the Centre for Environmental Sustainability and Remediation.",AUD,[],no,PG,,https://www.rmit.edu.au/study-with-us/levels-of-study/research-programs/masters-by-research/mr231,yes,Computer Science & Information Technology
