Currency_Time,Career_Outcomes,Online,Prerequisite_2_grade,Distance,Blended,Prerequisite_2,Duration_Time,City,Int_Fees,Remarks,University,Country,Part_Time,Local_Fees,Level_Code,Course,Faculty,Description,Duration,Course_Lang,Availability,Currency,Prerequisite_3_grade,Face_to_Face,Prerequisite_3,Prerequisite_1_grade,Prerequisite_1,Offline,Website,Full_Time
year,digital capability coordinator / corporate strategist / concept designer / corporate development analyst / social innovation projects manager / enterprise architect / innovation manager / business change consultant.,no,6.0,no,no,IELTS,Years,Melbourne,"36,480","['ATAR IS: Not available', 'int_fee is: not applicable']",RMIT University,,yes,,BA,Bachelor of Business Innovation and Enterprise,Humanities and Social Science,"Right now, business is changing exponentially. Disruption is the new normal, and businesses are under intense pressure to embrace digital transformation, new ways of working and to leverage opportunities to provide an outstanding customer experience in a new globalised economy.

The business professional of the future needs to be quick to act, flexible, forward-thinking, innovative and able to lead and adapt to changing business environments both locally and globally. They need to apply cutting edge knowledge and skills and be able to solve complex challenges, steer change and feel empowered to make a positive change in business and in society. The business professional of the future Technology, commerce, innovation, industry: there are no boundaries anymore. Business is the element that brings great ideas, new products and social progression together to allow concepts to become reality. But creating new realities requires a new kind of professional, one who understands the promise and application of technologies, can apply business acumen to ensure viability of outcomes and has the project development experience to operational concepts and innovations. A degree in business innovation and enterprise will open you up to career opportunities that haven't been invented yet. Are you ready to get started on the journey?

Build your own degree Multi-disciplinary, and flexible. In this degree, you can determine your own pathway to success. Our focus is on developing your individual capabilities as the business professional of the future. In order to thrive in a dynamic and disrupted world, you will need to be able to see opportunities in challenges and respond creatively to new situations. This degree is unique in that it places the development of your capabilities (such as decision making, stakeholder relationships, critical and creative thinking and self-efficacy) at the forefront, with a solid backing in disciplinary understanding to allow you to drive innovation and the future of enterprise. You will be able to build your own degree by choosing specialisations, or continuing to develop breadth across the disciplines as the degree progresses, allowing you to carefully hone your own career pathway.",3,English,A,AUD,,no,,76.50,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp341,yes
year,"Commonwealth, state and local governments / consulting firms / community organisations / private and public businesses in metropolitan and rural areas / non-government aid and development agencies.",no,6.0,no,no,IELTS,Years,Melbourne,"28,800",['ATAR IS: Not available'],RMIT University,,yes,,BA,Bachelor of Environment and Society,Science and Health Science,"Looking to make the world a better place? Set your sights on the only course in Victoria that emphasises the connection between environment and society. This degree is a step toward a career that addresses the most pressing issues of our time, including biodiversity protection, food and water security, corporate responsibility, resource depletion, and climate change. You’ll join a community of passionate peers, all learning how to develop new methods of consumption and production, working toward a more sustainable future.
 This unique degree highlights the social elements of environmental issues, providing graduates with operational knowledge and essential soft skills in communication and critical thinking, making you highly desirable to future employers. As a graduate of this course, you will understand how to evaluate environmental policies and management strategies at local and global levels.  To ensure you’re work-ready, you will undertake a minimum 20-day work placement in your final semester. Engagement with the environmental sector is also embedded in a number of subjects and assessments, and your final year project offers a chance to explore your passions in a supported environment.  You will have the opportunity to participate in global study tours, and can take advantage of RMIT’s expansive network of industry contacts in leading environmental agencies and organisations.
 Want to do more? You can also take this course as a double degree: Bachelor of Environmental Science/Bachelor of Environment and Society.",3,English,A,AUD,,no,,70.20,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp000,yes
year,Australian Federal Police / Victoria Police / Customs and Border Protection / Victorian Gaming Commission / community corrections / Department of Justice / Department of Health and Human Services / courts,no,6.0,no,no,IELTS,Years,Melbourne,"28,800",[],RMIT University,,yes,,BA,Bachelor of Criminal Justice,Law,"Whether it's at the front line of Australia's border protection or working with Australia's Federal Police, criminal justice opens up all kinds of local and international career options. You’ll be introduced to key institutions and concepts in criminal justice, including policing and the correctional system. You’ll also learn about the uses of technology in crime, crime theories and crime investigation.",3,English,A,AUD,,no,,77.25,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp023,yes
year,live sound engineering / studio production / artist management / event management / distribution / promotion / performance / marketing / journalism / research / teaching.,no,6.0,no,no,IELTS,Years,Melbourne,"30,720",[],RMIT University,,yes,,BA,Bachelor of Arts (Music Industry),Computer Science & Information Technology,"Take an innovative approach by studying music in local and global contexts. You'll study in the centre of Melbourne, exposing you to thriving local scenes, buskers, bars, clubs, theatres and festivals - in the exciting music capital of Australia. Through your studies you will explore contemporary trends and issues through a combination of practical, project-based work and academic, theoretical study. You will also learn about key music technologies, global music cultures, popular music scenes, music business practice and live music performance. Beyond the specifics of the music industries, you will also investigate broader cultural, social and historical perspectives by undertaking a sequence of contextual courses. You'll be ready for a variety of careers within the music industries and the broader creative industries. Graduates in this degree can expect to work in a diverse range of roles, including artist management, live sound engineering, journalism and teaching.",3,English,A,AUD,,no,,70.45,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp047,yes
year,airline management / airline operations / airport management / airport operations / airport planning / aviation charter business / aviation consulting / aviation regulation and safety / commercial pilot,no,6.0,no,no,IELTS,Years,Melbourne,"39,360",[],RMIT University,,no,,BA,Bachelor of Applied Science (Aviation),Aviation,"Are you ready to work across operational, management and planning roles in the dynamic and vibrant aviation industry? With RMIT, you'll gain a broad awareness of the aviation industry and a range of analytical skills, giving you a comprehensive appreciation of the aviation operating environment. You'll develop breadth and depth of thinking, and the ability to solve problems relevant to the aviation industry. The degree contains two specialised streams: The Aviation Operations and Management stream focuses on developing a breadth of skills and knowledge across the aviation industry. This includes operational and management aspects of airlines and airports, ground handling and safety. The Piloting stream is where you'll gain the skills to become a commercial pilot, while also learning about the aviation industry. Flight training can be taken in conjunction with RMIT Flight Training at Point Cook or Bendigo. You’ll also be able to tailor the degree to suit your interests and desired career path, through many general, business and aviation electives.",3,English,A,AUD,,no,,77.25,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp070,yes
year,"federal and state government departments (Centrelink, Department of Human Services) / disability services / rehabilitation services / community development programs / dispute mediation / employment placement and case management / equal employment opportunity program development / immigration advice and referral centres",no,6.0,no,no,IELTS,Years,Melbourne,"28,800",[],RMIT University,,yes,,BA,Bachelor of Social Science (Psychology),Humanities and Social Science,"Are you looking to work as a psychologist? Are you interested in assessing, diagnosing and treating problems experienced by people? Psychology is a science that provides powerful tools and methods for exploring human experience and behaviour.  The combination of a social science degree with a psychology specialisation is ideal for those interested in the interaction between individuals and the world around them. Through your studies in this degree, you'll develop enhanced communication and research skills, better understand the people around you, and build abilities in decision making, problem solving, and critical thinking. You'll have the opportunity to put your skills to practice, and meet potential future employers, on a professional work-placement.
 The Bachelor of Social Science (Psychology) is the first 3 years of a 6 year pathway towards becoming a registered psychologist. Psychology studies can also lead to careers in human services organisations, community-based agencies, human resource management, multicultural agencies and education settings.",3,English,A,AUD,,no,,80.95,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp112,yes
year,"federal and state government departments (Centrelink, Department of Human Services) / disability services / rehabilitation services / community development programs / dispute mediation / employment placement and case management / equal employment opportunity program development / immigration advice and referral centres",no,6.0,no,no,IELTS,Years,Melbourne,"37,440",[],RMIT University,,no,,BA,Bachelor of Design (Communication Design),Mass Communication & Media,"Communication Design applies to the shaping of communication across all aspects of contemporary society, from commercial, entertainment, and education, to environmental, cultural and civic sectors. This degree prepares you to be a locally- and internationally-aware communication designer capable of working across a range of domains and industries, including graphic design, advertising, branding and illustration consultancies, as well as design and communication units within corporate, government and non-government organisations. You’ll learn skills alongside a strong selection peers in studio-based facilities. Throughout the degree, you will develop skills in negotiating a consensus among participants with a range of interests in the design outcome. You will also learn how a visual strategy can contribute to all phases of the problem-solving process.",3,English,A,AUD,,no,,80.95,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp115,yes
year,"federal and state government departments (Centrelink, Department of Human Services) / disability services / rehabilitation services / community development programs / dispute mediation / employment placement and case management / equal employment opportunity program development / immigration advice and referral centres",no,6.0,no,no,IELTS,Years,Melbourne,"34,560",['ATAR IS: Range of criteria'],RMIT University,,no,,BA,Bachelor of Arts (Photography),Mass Communication & Media,"Founded in 1887, RMIT is amongst the oldest and most established photography course in the world. Situated in the heart of vibrant Melbourne, we facilitate learning in purpose-designed studios using up-to-date technology and digital photographic equipment. The photography course integrates theoretical, conceptual and industry based models of photographic practice as they apply to the media and communication industry. You will actively engage in the production of images that speak to the vibrant cultural dynamic of contemporary image production and exchange. You will be challenged to produce work that responds to the critical discourses in both local and global contexts and you will explore emerging technologies, while also analysing and synthesising their relevance to your own image making. As a professional practitioner with specialist knowledge in photography, you will have the awareness and skills to interpret and shape your field once you graduate. Some of the areas that our graduates excel in includes advertising, architectural photography, cinema production, curating, documentary photography, editorial photography, education, fine art, photo editing & retouching, photojournalism, post-production and publishing.",3,English,A,AUD,,no,,80.95,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp117,yes
year,"textile designer / print, materials, knitwear and product designer / colour and trim designer for automotive / colour and trend forecaster / stationary designer / surface designer for interiors / upholstery fabric, wallpaper, carpet and rug designer",no,6.0,no,no,IELTS,Years,Brunswick,"34,560",['ATAR IS: Range of criteria'],RMIT University,,no,,BA,Bachelor of Textiles (Design),Humanities and Social Science,"The Bachelor of Textiles (Design) has been created to help you learn about the design skills and techniques involved in textile structures, surfaces, materiality, products, bodies, spaces and experiences. Textile designers work across multiple contexts and collaborate with other disciplines, such as fashion, interior, architecture, industrial, automotive industries, as well as developing emerging, custom and niche independent design practices.  Your studies will cover diverse and contemporary practice, including commercial, contemporary and global textile design industry, related fields and emerging markets. You will be able to customise your study when you select a minor specialisation in fashion design, enterprise, and sustainable innovation. As part of this, you’ll be encouraged to create ethical design propositions and use cross-disciplinary design strategies and collaboration to drive global and competitive practice.  Upon completing your degree, you will have comprehensive knowledge in textile design to prepare you for a wide range of existing and new industry contexts and jobs of the future, whether as an emerging designer, or to pursue further study and research.",3,English,A,AUD,,no,,80.95,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp121,yes
year,local government / health services / youth refuges and housing programs / alcohol and other drug agencies / major welfare services / youth justice settings / school support programs / educational institutions,no,6.0,no,no,IELTS,Years,Melbourne,"27,840",['ATAR IS: Range of criteria'],RMIT University,,yes,,BA,Bachelor of Youth Work and Youth Studies,Education,"Your role of as a youth worker will be diverse. There will be many challenging and rewarding career opportunities for you. The Bachelor of Youth Work and Youth Studies explores complex social issues affecting at-risk youth, such as homelessness, radicalisation, poverty and mental health. It encourages critical debate and investigation of youth in relation to space, digital landscapes, culture, religion, family and the law. This degree aims to examine and foster the environments in which all young people can thrive and feel confident, connected and safe.",3,English,A,AUD,,no,,65.30,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp322,yes
year,scientist / policymaker / environmental advocate and activist / environmental manager / sustainability manager / sustainability consultant / environmental protection officer / environmental policy officer / community education officer.,no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,yes,,BA,Bachelor of Environmental Science/Bachelor of Environment and Society,Creative Arts & Design & Music,"In this double degree, you will learn to address the most pressing issue of our time: responding and adapting to environmental change. This unique and comprehensive degree -- the only one of its kind in Victoria -- combines science and social science knowledge, designed to give you all the competencies required to succeed in environmental governance positions, or to become a sustainability leader, and help protect our natural environment. Through the combination of work in the classroom, the laboratory and the field, you will build an understanding of both scientific and social theory. Through several real-life projects, you will learn to reconsider and apply theoretical concepts to practical problems. You’ll build further skills through industry engagements and work placements. This highly interactive degree will provide you the opportunity to explore many different career paths through your academic study and experiential learning. Upon graduation, you will be well-equipped to make a positive difference in a wide range of potential careers that will strive to protect precious ecosystems, and help to shape the future of humanity.",4,English,A,AUD,,no,,71.40,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp193,yes
year,"professional artists / arts managers, gallery directors or curators / creative entrepreneurs / arts educatiors or academics / art community and cultural development workers / art technicians.",no,6.0,no,no,IELTS,Years,Melbourne,"34,560",[],RMIT University,,no,,BA,Bachelor of Arts (Fine Art),Creative Arts & Design & Music,At RMIT you’ll spend most of your time immersed in studios. This means more face-to-face time with teachers and more time to work on your art. ,3,English,A,AUD,,no,,71.40,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp201,yes
year,animators / motion graphics designers / character designers / pre production artists / 3D visualisers and modellers / visual effects artists / web designers / art directors / digital artists / teachers / self-employed business owners and artists.,no,6.0,no,no,IELTS,Years,Melbourne,"37,440",['ATAR IS: Range of criteria'],RMIT University,,no,,BA,Bachelor of Design (Animation and Interactive Media),Humanities and Social Science,"This is one of the most popular animation degrees in Victoria, giving you the chance to  become a specialist in animation and interactive media design, including: 2D and 3D animation, motion graphics, special effects and interactive media. This course looks at animation in all its forms, from the animated character to motion graphics across linear and interactive environments. Presented in a creative environment, this course focuses on intellectual investigation and conceptual development. Upon graduating, you will demonstrate aesthetic and intellectual maturity, as well as strong technical abilities within design, media and art disciplines.",3,English,A,AUD,,no,,71.40,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp203,yes
year,private firms / government departments / corporations / legal aid / council legal offices / tribunals / activist organisations / community legal services,no,6.0,no,no,IELTS,Years,Melbourne,"28,800",['ATAR IS: Range of criteria'],RMIT University,,yes,,BA,Bachelor of Legal and Dispute Studies,Law,"Are you looking to work within the justice and legal sector? This degree offers insight into the social, political and ethical aspects of law within Australia and other countries and develops skills in law and alternative dispute resolution practices. You'll be prepared for employment in private law firms, government, corporations, tribunals, courts, NGOs and community legal services.
 You will gain knowledge and skills in legal research and practice, critical thinking, policy analysis, civil and criminal law, international human rights and alternative dispute resolution processes. You’ll develop a deeper understanding of the legal system and become better quipped to create a more just and responsible world.",3,English,A,AUD,,no,,70.65,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp204,yes
year,"2D and 3D game artists
 / game designers
 / level designers
 / interface designers
 / researchers
 / concept artists
 / animators
 / 3D visualisers and modellers
 / producers
 / art directors.
",no,6.0,no,no,IELTS,Years,Melbourne,"36,480",[],RMIT University,,no,,BA,Bachelor of Design (Games),Computer Science & Information Technology,"Learn to create rich interactive experiences by developing your game design and specialist art skills. This unique degree provides specialist training in computer-generated design with particular emphasis on game studies and art practice. You'll study design, narrative, imaging, modelling, 2D and 3D animation, concept art, and game environments. RMIT has developed two dedicated games research groups with a specific focus on world-leading research, which attracts expert staff who teach the most up-to-date and cutting-edge ideas.",3,English,A,AUD,,no,,70.65,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp214,yes
year,"agencies specialising in advertising, digital media, direct-response and sales promotion / media (TV and radio stations, newspapers and magazines) and suppliers (TV production, radio, print and new media) / business, government and non-profit organisations with in-house advertising facilities / advertising and management consultancies.",no,6.0,no,no,IELTS,Years,Melbourne,"32,640",['ATAR IS: Range of criteria'],RMIT University,,yes,,BA,Bachelor of Communication (Advertising),Business & Commerce & Finance & Accounting,"Are you looking for a stimulating career in the competitive and changing global advertising industry? You will experience a variety of interactive learning and teaching approaches, both face to face and online, with an emphasis on industry relevant and creative outcomes. The degree has three distinct focuses: Art Direction, Copywriting and Strategy Planning/Account Management. There is a strong focus on critical and conceptual thinking. You will learn how to use these skills to solve marketing problems, generate attention for brands and products and build an emotional bond between a brand and consumers. This degree offers you a creative advertising degree that combines theoretical and industry knowledge with hands-on professional skills including copywriting, art direction and strategy planning. It provides an overview of the role and value of advertising within broader marketing and communication practice, as well as in depth study of advertising media, strategic and creative disciplines. You will experience a variety of interactive learning and teaching approaches, both face to face and online, with a strong emphasis on industry relevance and creative outcomes. Our graduates go on to work both locally and internationally in a variety of roles, from art direction and copy writing, to media planning and client management. This degree is ranked number five in the world and number one in Australia (Young Guns). It is one of the few creative advertising degrees which teach business and creative strategy.",3,English,A,AUD,,no,,70.65,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp219,yes
year,"agencies specialising in advertising, digital media, direct-response and sales promotion / media (TV and radio stations, newspapers and magazines) and suppliers (TV production, radio, print and new media) / business, government and non-profit organisations with in-house advertising facilities / advertising and management consultancies.",no,6.0,no,no,IELTS,Years,Melbourne,"32,640",['ATAR IS: Range of criteria'],RMIT University,,yes,,BA,Bachelor of Communication (Journalism),Mass Communication & Media,"Are you ready to take part in both simulated and live productions of radio, TV news and current affairs? You will learn how to write high quality print and digital news and feature stories, which will be published in the well-regarded City Journal.  This degree is highly regarded by the local and international news media industry, for its blend of theory and practice. By the end of your studies you will have the practical and theoretical knowledge to begin a career in journalism, in Australia and abroad, and be able to show employers evidence of your skills and achievements with a professional portfolio of published work. Graduates are employed in all major news organisations in Australia, and in many international news agencies. With the changing dynamic of the industry, our students are also well equipped to pursue roles such as media advisors and corporate communication specialists.",3,English,A,AUD,,no,,78.15,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp220,yes
year,"agencies specialising in advertising, digital media, direct-response and sales promotion / media (TV and radio stations, newspapers and magazines) and suppliers (TV production, radio, print and new media) / business, government and non-profit organisations with in-house advertising facilities / advertising and management consultancies.",no,6.0,no,no,IELTS,Years,Melbourne,221,[],RMIT University,,yes,,BA,Bachelor of Communication (Media),Mass Communication & Media,"Situated in a purpose-designed building in the heart of vibrant Melbourne, this degree accesses state-of-the-art learning facilities. You’ll learn to analyse media in a broad historical and cultural context, as well as encourage critical engagement and innovation across a range of media platforms. Ultimately, the Bachelor of Communication (Media) will provide you with a broad knowledge of a wide range of media including traditional and emerging forms. It will also provide skills and knowledge that will help you to determine your specific career directions and to facilitate lifelong learning. This degree produces critically informed contemporary media professionals who are creative and multi-skilled communicators. Our graduates are able to deliver innovative content for a wide range of existing and new platforms including film, television and radio, social and mobile media, and the web. Our graduates are fluent with technology and the evolving media environment and are creative thinkers and problem-solvers employed across a wide range of industry sectors. Industries that degree graduates have moved into include film and television, radio, screen culture, internet and mobile media production, government and education.",3,English,A,AUD,,no,,78.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp221,yes
year,journalist / media producer / media liaison / media researcher / TV and radio producer / content developer / account manager / creative service / professional communicator / corporate and government communicator,no,6.0,no,no,IELTS,Years,Melbourne,222,[],RMIT University,,yes,,BA,Bachelor of Communication (Professional Communication),Engineering,This career-oriented degree produces multi-skilled communicators with cross-platform skills in the media and communication industries.,3,English,A,AUD,,no,,80.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp222,yes
year,corporate communication / change management / internal communication / issues and crisis management / public affairs and lobbying / media relations and publicity / event management / fundraising and sponsorship / strategic communication / brand management.,no,6.0,no,no,IELTS,Years,Melbourne,"32,640",[],RMIT University,,yes,,BA,Bachelor of Communication (Public Relations),Humanities and Social Science,"Public Relations is a career for people with enquiring minds. Advising organisations on how to enhance their working relationships and reputation is at the heart of modern PR. A PR degree at RMIT prepares you for the increasingly globalised, technology-driven world of public relations within corporate, government, not-for-profit and consultancy environments. Do you want to know more about how organisations interact with people and the world around them? Are you interested in  investigating the core of an issue to find out why it is important to an organisation and the people it deals with? In this degree, you’ll gain the skills to work out how an organisation can achieve its objectives. This degree includes courses in communications and theory, principles and research, and contextual studies. These courses promote analytical and research skills and provide a broader learning experience. You will gain professional skills in writing techniques, media and stakeholder relations, strategy and research, with an emphasis on problem solving, creativity, project and relationship management. You'll build your skills and knowledge on campus and in a variety of work-integrated learning environments. You will be exposed to other fields of applied communication practice and how they converge with PR.",3,English,A,AUD,,no,,78.65,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp223,yes
year,corporate communication / change management / internal communication / issues and crisis management / public affairs and lobbying / media relations and publicity / event management / fundraising and sponsorship / strategic communication / brand management.,no,6.0,no,no,IELTS,Years,Melbourne,"40,320",[],RMIT University,,no,,BA,Bachelor of Landscape Architectural Design,Computer Science & Information Technology,"Ever wondered about a career in landscape architecture?  Meet Jock Gilbert as he explains the structure and key learning outcomes of the Bachelor of Landscape Architectural Design, the kinds of projects you can expect to work on as a student and the sort of work you can expect to do when you graduate. ",3,English,A,AUD,,no,,78.65,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp256,yes
year,writing for publication in print and online media / writing for screenplay and script development / writing for and about education and other research fields.,no,6.0,no,no,IELTS,Years,Melbourne,"32,640",['ATAR IS: Range of criteria'],RMIT University,,yes,,BA,Bachelor of Arts (Creative Writing),Computer Science & Information Technology,"In this degree you’ll be surrounded by a group of passionate writers of different levels and experience. You’ll work closely on your writing in an intensive studio model with world-leading lecturers and creative practitioners, improving your writing and solving problems from industry. This degree is designed to make you confident, skilled and adaptable in today’s creative industries - where writing and editing are essential skills, and so are creativity, communication, and critical thinking. Along with leading genres like fiction, screen, and digital writing, you’ll become an adaptable writer by learning the skills to adjust to a constantly changing industry, spending deep time with your creative work, making new experiments, and gaining a diversity of knowledges. Your flair for creative expression will be complemented by becoming proficient in the business side of writing, allowing you to understand the publishing process as well as learn the skills required to become a freelance writer, collaborator or creative entrepreneur, working in events and digital media. With a strong emphasis on industry connections, you will develop a large network of relationships throughout the degree, maximising your opportunities to gain employment upon graduation, and building a lifelong network of creative peers. Graduates in this degree can expect to work in a variety of roles, including working as writers, editors, publishers, screenwriters, screen producers, digital and mobile media writers, and producers of events like writers’ festivals.",3,English,A,AUD,,no,,78.65,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp257,yes
year,victim support officer / police officer / investigator / corrections officer / drug and alcohol support services worker / policy writer / customs and immigration officer / crime analyst / security analyst / indigenous services liaison.,no,6.0,no,no,IELTS,Years,Melbourne,"28,800",['ATAR IS: Range of criteria'],RMIT University,,yes,,BA,Bachelor of Criminology and Psychology,Law,"Unlock your potential to lead social change in a career that helps create just, socially aware, responsible communities.
",3,English,A,AUD,,no,,81.00,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp295,yes
year,victim support officer / police officer / investigator / corrections officer / drug and alcohol support services worker / policy writer / customs and immigration officer / crime analyst / security analyst / indigenous services liaison.,no,6.0,no,no,IELTS,Years,Melbourne,"37,440",[],RMIT University,,no,,BA,Bachelor of Design (Digital Media),Computer Science & Information Technology,"This degree will teach you to be a digital media design specialist in interactive media, digital video, sound design/soundtrack or digital environments. You will explore the core disciplines of the field, and then specialise in visual effects and compositing, motion graphics, interactive and mobile media design, or sound design. You will gain a solid grounding in contemporary digital media design theory and practice, and will explore how digital content can be planned, produced, applied and integrated.",3,English,A,AUD,,no,,75.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/bachelor-degrees/bp309,yes
year,victim support officer / police officer / investigator / corrections officer / drug and alcohol support services worker / policy writer / customs and immigration officer / crime analyst / security analyst / indigenous services liaison.,no,6.0,no,no,IELTS,Year,Melbourne,"36,480",[],RMIT University,,yes,,HONS,Bachelor of Science (Honours),Science and Health Science,"This degree will provide you with the foundation research skills that will support your future career as a scientist or researcher. Specifically, you will develop: Research experience is required for most academic and research positions, and increasingly for positions in other sectors. In consultation with your discipline honours coordinator and your supervisor, you will be allocated a project to develop your skills to an advanced level. These projects are developed for honours students and may be a preliminary exploration, a smaller component of a bigger research project, or part of an existing or new collaboration. All projects draw from the wide range of disciplines taught across RMIT's science programs. Many projects involve substantial cross-disciplinary work. Discipline areas include: A list of current projects is available from the Honours Coordinator. This undergraduate degree is closely aligned with RMIT's research community. Depending on your project, you will work with a supervisor actively involved in one of RMIT's research centres or groups, including: You will collaborate with professional technicians and facility staff in some of RMIT's impressive facilities, including the:",1,English,A,AUD,,no,,75.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh012,yes
year,"Mike Simcoe
Vice President of Global Design General Motors, USA
 / Laura Morrison and Jaide-Scarlet Begg
Service Design Analysts at Deloitte Digital
 / Kyle Armstrong
Industrial Designer at Katapult Design
 / Adrian Spagnuolo 
Product Designer at Colorific, a toy design and development distributor
 / Jiazhen Chen 
Industrial Designer at Wild Design, Shanghai, China
 / Luca Abate 
Industrial Designer at Blackmagic Design
",no,6.0,no,no,IELTS,Years,Melbourne,"40,320",['ATAR IS: Not applicable'],RMIT University,,no,,HONS,Bachelor of Industrial Design (Honours),Engineering,"Are you interested in industrial design? Would you like to create change? This discipline shapes the world we live in. Industrial designers have the ability to affect change and create powerful solutions that improve both human and environmental health and wellbeing. Exploring the trans-disciplinary nature of contemporary industrial design. You'll engage in practical learning through our practice-based design studios, co-creating solutions through a human centred approach to product, service and experience design contexts. For over 70 year’s industrial design at RMIT has offered aspiring designers ground breaking experiences through technical, theoretical and applied immersions into the diverse and dynamic fields of industrial design practice. Working on real-world problems in industry and community contexts, this hands on educational experience culminates in a year-long honours design research project.  You will develop a design practice through: Centred around a design studio model, you are equipped with unique ways to explore ideas. You'll also challenge conventional paradigms through engaging with local and international design practitioners and build industry networks throughout your studies. These life-changing educational experiences culminate in both social and entrepreneurial approaches to design. You'll gain an adaptive knowledge of making, materials, process, technology, culture and the environment. ",4,English,A,AUD,,no,,75.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh104,yes
year,"Mike Simcoe
Vice President of Global Design General Motors, USA
 / Laura Morrison and Jaide-Scarlet Begg
Service Design Analysts at Deloitte Digital
 / Kyle Armstrong
Industrial Designer at Katapult Design
 / Adrian Spagnuolo 
Product Designer at Colorific, a toy design and development distributor
 / Jiazhen Chen 
Industrial Designer at Wild Design, Shanghai, China
 / Luca Abate 
Industrial Designer at Blackmagic Design
",no,6.0,no,no,IELTS,Years,Brunswick,"40,320",['ATAR IS: Not applicable'],RMIT University,,no,,HONS,Bachelor of Industrial Design (Honours),Engineering,"Are you interested in industrial design? Would you like to create change? This discipline shapes the world we live in. Industrial designers have the ability to affect change and create powerful solutions that improve both human and environmental health and wellbeing. Exploring the trans-disciplinary nature of contemporary industrial design. You'll engage in practical learning through our practice-based design studios, co-creating solutions through a human centred approach to product, service and experience design contexts. For over 70 year’s industrial design at RMIT has offered aspiring designers ground breaking experiences through technical, theoretical and applied immersions into the diverse and dynamic fields of industrial design practice. Working on real-world problems in industry and community contexts, this hands on educational experience culminates in a year-long honours design research project.  You will develop a design practice through: Centred around a design studio model, you are equipped with unique ways to explore ideas. You'll also challenge conventional paradigms through engaging with local and international design practitioners and build industry networks throughout your studies. These life-changing educational experiences culminate in both social and entrepreneurial approaches to design. You'll gain an adaptive knowledge of making, materials, process, technology, culture and the environment. ",4,English,A,AUD,,no,,75.05,year 12,no,https://www.rmit.edu.au/study-with-us/levels-of-study/undergraduate-study/honours-degrees/bh104,yes
